owner,repo,contributor,commits
tidyverse,reprex,yutannihilation,3
tidyverse,reprex,batpigandme,3
tidyverse,reprex,dgrtwo,2
tidyverse,reprex,krlmlr,2
tidyverse,reprex,lorenzwalthert,2
tidyverse,reprex,mrchypark,1
tidyverse,reprex,cderv,1
tidyverse,reprex,alistaire47,1
tidyverse,reprex,paternogbc,1
tidyverse,reprex,markdly,1
tidyverse,reprex,mdlincoln,1
tidyverse,reprex,njtierney,1
tidyverse,reprex,uribo,1
tidyverse,reprex,helix123,1
tidyverse,stringr,hadley,359
tidyverse,stringr,gagolews,7
tidyverse,stringr,smbache,6
tidyverse,stringr,gnustats,4
tidyverse,stringr,batpigandme,3
tidyverse,stringr,christophergandrud,2
tidyverse,stringr,ClaytonJY,2
tidyverse,stringr,dchiu911,2
tidyverse,stringr,yutannihilation,2
tidyverse,stringr,Shians,2
tidyverse,stringr,tjmahr,2
tidyverse,stringr,zhaoy,2
tidyverse,stringr,andrew,1
tidyverse,stringr,austin3dickey,1
tidyverse,stringr,PirateGrunt,1
tidyverse,stringr,luckyrandom,1
tidyverse,stringr,cderv,1
tidyverse,stringr,craigcitro,1
tidyverse,stringr,florisvdh,1
tidyverse,stringr,gadenbuie,1
tidyverse,stringr,gaborcsardi,1
tidyverse,stringr,jameshowison,1
tidyverse,stringr,jennybc,1
tidyverse,stringr,jcheng5,1
tidyverse,stringr,jonmcalder,1
tidyverse,stringr,karldw,1
tidyverse,stringr,krlmlr,1
tidyverse,stringr,lmullen,1
tidyverse,stringr,PeteHaitch,1
tidyverse,stringr,ruderphilipp,1
tidyverse,stringr,richierocks,1
tidyverse,stringr,seanpor,1
tidyverse,stringr,stephlocke,1
tidyverse,stringr,t-kalinowski,1
tidyverse,stringr,amhrasmussen,1
tidyverse,stringr,djrobust,1
tidyverse,stringr,hongshaoyang,1
tidyverse,stringr,pitakakariki,1
tidyverse,style,hadley,73
tidyverse,style,lorenzwalthert,8
tidyverse,style,lindbrook,8
tidyverse,style,jonmcalder,5
tidyverse,style,garrettgman,5
tidyverse,style,batpigandme,4
tidyverse,style,jennybc,4
tidyverse,style,kenahoo,2
tidyverse,style,krlmlr,2
tidyverse,style,antass,1
tidyverse,style,billdenney,1
tidyverse,style,dpprdan,1
tidyverse,style,j450h1,1
tidyverse,style,endore,1
tidyverse,style,karawoo,1
tidyverse,style,markdly,1
tidyverse,style,maurolepore,1
tidyverse,style,pkq,1
tidyverse,style,s-fleck,1
tidyverse,style,fiducioso-stephan,1
tidyverse,style,thomascwells,1
tidyverse,style,martin-mfg,1
tidyverse,tibble,krlmlr,992
tidyverse,tibble,hadley,808
tidyverse,tibble,romainfrancois,150
tidyverse,tibble,jennybc,66
tidyverse,tibble,anhqle,45
tidyverse,tibble,lionel-,28
tidyverse,tibble,hannesmuehleisen,14
tidyverse,tibble,jimhester,11
tidyverse,tibble,zhilongjia,11
tidyverse,tibble,kevinushey,9
tidyverse,tibble,patperry,7
tidyverse,tibble,DavisVaughan,6
tidyverse,tibble,ilarischeinin,6
tidyverse,tibble,batpigandme,5
tidyverse,tibble,ncarchedi,5
tidyverse,tibble,holstius,3
tidyverse,tibble,echasnovski,3
tidyverse,tibble,jeffreyhanson,3
tidyverse,tibble,kevinykuo,3
tidyverse,tibble,lindbrook,3
tidyverse,tibble,earino,2
tidyverse,tibble,Enchufa2,2
tidyverse,tibble,maxheld83,2
tidyverse,tibble,cosinequanon,2
tidyverse,tibble,uribo,2
tidyverse,tibble,helix123,2
tidyverse,tibble,ijlyttle,2
tidyverse,tibble,alexwhan,1
tidyverse,tibble,alyst,1
tidyverse,tibble,arunsrinivasan,1
tidyverse,tibble,bgreenwell,1
tidyverse,tibble,bhive01,1
tidyverse,tibble,cderv,1
tidyverse,tibble,csgillespie,1
tidyverse,tibble,craigcitro,1
tidyverse,tibble,eibanez,1
tidyverse,tibble,edwindj,1
tidyverse,tibble,QuLogic,1
tidyverse,tibble,etiennebr,1
tidyverse,tibble,imanuelcostigan,1
tidyverse,tibble,kwstat,1
tidyverse,tibble,mgirlich,1
tidyverse,tibble,michaelweylandt,1
tidyverse,tibble,pat-s,1
tidyverse,tibble,mundl,1
tidyverse,tibble,xiaodaigh,1
tidyverse,tibble,earowang,1
tidyverse,tibble,hs3180,1
tidyverse,tidyeval,lionel-,21
tidyverse,tidyeval,batpigandme,1
tidyverse,tidyr,hadley,424
tidyverse,tidyr,lionel-,78
tidyverse,tidyr,jennybc,14
tidyverse,tidyr,batpigandme,12
tidyverse,tidyr,krlmlr,10
tidyverse,tidyr,jimhester,6
tidyverse,tidyr,markdly,6
tidyverse,tidyr,joshkatz,4
tidyverse,tidyr,aaronwolen,4
tidyverse,tidyr,lorenzwalthert,2
tidyverse,tidyr,rmsharp,2
tidyverse,tidyr,wibeasley,2
tidyverse,tidyr,dgrtwo,2
tidyverse,tidyr,webbedfeet,1
tidyverse,tidyr,foundinblank,1
tidyverse,tidyr,pierucci,1
tidyverse,tidyr,artemklevtsov,1
tidyverse,tidyr,billdenney,1
tidyverse,tidyr,ChuliangXiao,1
tidyverse,tidyr,colearendt,1
tidyverse,tidyr,danliIDEA,1
tidyverse,tidyr,dhimmel,1
tidyverse,tidyr,holstius,1
tidyverse,tidyr,Dpananos,1
tidyverse,tidyr,statisfactions,1
tidyverse,tidyr,yutannihilation,1
tidyverse,tidyr,karldw,1
tidyverse,tidyr,karthik,1
tidyverse,tidyr,mkcor,1
tidyverse,tidyr,mkuehn10,1
tidyverse,tidyr,ngr-t,1
tidyverse,tidyr,njtierney,1
tidyverse,tidyr,schoonees,1
tidyverse,tidyr,rbloehm,1
tidyverse,tidyr,tjmahr,1
tidyverse,tidyr,guillett,1
tidyverse,tidyr,thomasp85,1
tidyverse,tidyr,l-d-s,1
tidyverse,tidyr,seaaan,1
tidyverse,tidyr,tverbeke,1
tidyverse,tidyselect,lionel-,220
tidyverse,tidyselect,hadley,45
tidyverse,tidyselect,krlmlr,20
tidyverse,tidyselect,romainfrancois,7
tidyverse,tidyselect,batpigandme,3
tidyverse,tidyselect,dpprdan,1
tidyverse,tidyselect,jennybc,1
tidyverse,tidyselect,karawoo,1
tidyverse,tidyselect,terrytangyuan,1
tidyverse,tidyselect,gergness,1
tidyverse,tidyselect,kevinushey,1
tidyverse,tidyselect,leondutoit,1
tidyverse,tidyselect,r2evans,1
tidyverse,tidytemplate,hadley,68
tidyverse,tidytemplate,batpigandme,10
tidyverse,tidytemplate,DavisVaughan,7
tidyverse,tidytemplate,krlmlr,2
tidyverse,tidytemplate,gregrs-uk,1
tidyverse,tidytemplate,jayhesselberth,1
tidyverse,tidytemplate,ras44,1
tidyverse,tidyverse,hadley,126
tidyverse,tidyverse,jennybc,7
tidyverse,tidyverse,batpigandme,5
tidyverse,tidyverse,dchiu911,3
tidyverse,tidyverse,eddelbuettel,3
tidyverse,tidyverse,gaborcsardi,3
tidyverse,tidyverse,benmarwick,1
tidyverse,tidyverse,gregmacfarlane,1
tidyverse,tidyverse,harrismcgehee,1
tidyverse,tidyverse,coatless,1
tidyverse,tidyverse,jimhester,1
tidyverse,tidyverse,krlmlr,1
tidyverse,tidyverse,mdlincoln,1
tidyverse,tidyverse,michaeltoth,1
tidyverse,tidyverse,njtierney,1
tidyverse,tidyverse,defconst,1
tidyverse,tidyverse,RiRam,1
tidyverse,tidyverse,serhatcevikel,1
tidyverse,tidyverse,zhaoy,1
r-lib,ansistrings,gaborcsardi,38
r-lib,ansistrings,brodieG,19
r-lib,ansistrings,krlmlr,1
r-lib,async,gaborcsardi,403
r-lib,async,jeroen,1
r-lib,backports,mllg,93
r-lib,backports,krlmlr,2
r-lib,bench,jimhester,127
r-lib,bench,espinielli,1
r-lib,bench,HughParsonage,1
r-lib,callr,gaborcsardi,249
r-lib,callr,hadley,2
r-lib,callr,ChrisMuir,1
r-lib,callr,nuest,1
r-lib,callr,jennybc,1
r-lib,callr,jdblischak,1
r-lib,callr,pkq,1
r-lib,callr,wch,1
r-lib,callr,shrektan,1
r-lib,carrier,lionel-,33
r-lib,carrier,batpigandme,1
r-lib,cli,gaborcsardi,155
r-lib,cli,hadley,14
r-lib,cli,krlmlr,5
r-lib,cli,dchiu911,1
r-lib,cli,zachary-foster,1
r-lib,cliapp,gaborcsardi,61
r-lib,clisymbols,gaborcsardi,38
r-lib,conf,gaborcsardi,16
r-lib,conflicted,hadley,132
r-lib,covr,jimhester,739
r-lib,covr,chinqw,28
r-lib,covr,HenrikBengtsson,26
r-lib,covr,stevepeak,14
r-lib,covr,kirillseva,12
r-lib,covr,jonclayden,9
r-lib,covr,rmflight,9
r-lib,covr,enbrown,4
r-lib,covr,brodieG,4
r-lib,covr,renkun-ken,4
r-lib,covr,wligtenberg,3
r-lib,covr,daroczig,2
r-lib,covr,gaborcsardi,2
r-lib,covr,kforner,2
r-lib,covr,wamserma,2
r-lib,covr,patperry,2
r-lib,covr,robertzk,2
r-lib,covr,wibeasley,2
r-lib,covr,helske,2
r-lib,covr,CSJCampbell,1
r-lib,covr,maodunzhe,1
r-lib,covr,hughjonesd,1
r-lib,covr,daattali,1
r-lib,covr,surmann,1
r-lib,covr,egnha,1
r-lib,covr,JeanLescut,1
r-lib,covr,jeroen,1
r-lib,covr,karl-forner-quartz-bio,1
r-lib,covr,kenahoo,1
r-lib,covr,MichaelChirico,1
r-lib,covr,RolandASc,1
r-lib,covr,kiwiroy,1
r-lib,covr,russellpierce,1
r-lib,covr,siddharthab,1
r-lib,covr,chen-liang-oracle,1
r-lib,covr,realAkhmed,1
r-lib,covr,samssann,1
r-lib,crancache,gaborcsardi,73
r-lib,crancache,hadley,2
r-lib,crancache,krlmlr,1
r-lib,crayon,gaborcsardi,174
r-lib,crayon,brodieG,26
r-lib,crayon,jimhester,6
r-lib,crayon,krlmlr,3
r-lib,crayon,rdiaz02,2
r-lib,crayon,salim-b,2
r-lib,crayon,dnusinow,1
r-lib,crayon,cubranic,1
r-lib,crayon,e3bo,1
r-lib,crayon,fmichonneau,1
r-lib,crayon,nfultz,1
r-lib,crayon,richfitz,1
r-lib,crayon,romainfrancois,1
r-lib,crayon,vreuter,1
r-lib,credentials,jeroen,78
r-lib,debugme,gaborcsardi,50
r-lib,debugme,kforner,1
r-lib,debugme,MHenderson,1
r-lib,desc,gaborcsardi,199
r-lib,desc,jimhester,3
r-lib,desc,maelle,3
r-lib,desc,krlmlr,2
r-lib,desc,dpastoor,1
r-lib,desc,jennybc,1
r-lib,desc,jeroen,1
r-lib,desc,llrs,1
r-lib,desc,mvkorpel,1
r-lib,devoid,thomasp85,6
r-lib,devtools,hadley,1423
r-lib,devtools,jimhester,610
r-lib,devtools,wch,402
r-lib,devtools,jennybc,44
r-lib,devtools,rmflight,34
r-lib,devtools,kevinushey,16
r-lib,devtools,lev-kuznetsov,16
r-lib,devtools,kohske,16
r-lib,devtools,Geoff99,14
r-lib,devtools,krlmlr,14
r-lib,devtools,gaborcsardi,14
r-lib,devtools,jeroen,11
r-lib,devtools,ashander,9
r-lib,devtools,yoni,9
r-lib,devtools,bpbond,8
r-lib,devtools,robertzk,8
r-lib,devtools,yihui,6
r-lib,devtools,HenrikBengtsson,5
r-lib,devtools,ateucher,5
r-lib,devtools,brentonk,4
r-lib,devtools,hmalmedal,4
r-lib,devtools,imanuelcostigan,4
r-lib,devtools,jiho,4
r-lib,devtools,ncarchedi,4
r-lib,devtools,richfitz,4
r-lib,devtools,craigcitro,4
r-lib,devtools,amcdavid,3
r-lib,devtools,bquast,3
r-lib,devtools,karthik,3
r-lib,devtools,lionel-,3
r-lib,devtools,mbjones,3
r-lib,devtools,adrtod,2
r-lib,devtools,az0,2
r-lib,devtools,daattali,2
r-lib,devtools,fmichonneau,2
r-lib,devtools,ianmcook,2
r-lib,devtools,ijlyttle,2
r-lib,devtools,jjallaire,2
r-lib,devtools,jrnold,2
r-lib,devtools,jimvine,2
r-lib,devtools,jcheng5,2
r-lib,devtools,jdblischak,2
r-lib,devtools,jmcphers,2
r-lib,devtools,juliangehring,2
r-lib,devtools,karl-forner-quartz-bio,2
r-lib,devtools,batpigandme,2
r-lib,devtools,martinstuder,2
r-lib,devtools,mnel,2
r-lib,devtools,npjc,2
r-lib,devtools,flying-sheep,2
r-lib,devtools,philliplab,2
r-lib,devtools,randy3k,2
r-lib,devtools,rcannood,2
r-lib,devtools,kiwiroy,2
r-lib,devtools,AmundsenJunior,2
r-lib,devtools,StevenMMortimer,2
r-lib,devtools,stevensurgnier,2
r-lib,devtools,tklebel,2
r-lib,devtools,thomasp85,2
r-lib,devtools,plantarum,2
r-lib,devtools,nbenn,2
r-lib,devtools,seankross,2
r-lib,devtools,theGreatWhiteShark,2
r-lib,devtools,BrianDiggs,2
r-lib,devtools,pavel-filatov,2
r-lib,devtools,renozao,2
r-lib,devtools,adamhsparks,1
r-lib,devtools,tonytonov,1
r-lib,devtools,onlymee,1
r-lib,devtools,bborgesr,1
r-lib,devtools,brendan-r,1
r-lib,devtools,ChrisMuir,1
r-lib,devtools,dlebauer,1
r-lib,devtools,eibanez,1
r-lib,devtools,edwindj,1
r-lib,devtools,gavinsimpson,1
r-lib,devtools,hansharhoff,1
r-lib,devtools,HughParsonage,1
r-lib,devtools,moonboots,1
r-lib,devtools,james-atkins,1
r-lib,devtools,jayhesselberth,1
r-lib,devtools,karawoo,1
r-lib,devtools,Kevin-Jin,1
r-lib,devtools,kornl,1
r-lib,devtools,lmullen,1
r-lib,devtools,lbusett,1
r-lib,devtools,wamserma,1
r-lib,devtools,ntdef,1
r-lib,devtools,nparley,1
r-lib,devtools,potterzot,1
r-lib,devtools,niranjv,1
r-lib,devtools,pkq,1
r-lib,devtools,Paxanator,1
r-lib,devtools,philchalmers,1
r-lib,devtools,pranayaryal,1
r-lib,devtools,ricardo-bion,1
r-lib,devtools,scottkosty,1
r-lib,devtools,seaaan,1
r-lib,devtools,uribo,1
r-lib,devtools,shabbychef,1
r-lib,devtools,gitter-badger,1
r-lib,devtools,leeper,1
r-lib,devtools,kalibera,1
r-lib,devtools,twolodzko,1
r-lib,devtools,vspinu,1
r-lib,devtools,wibeasley,1
r-lib,devtools,WilDoane,1
r-lib,devtools,bbolker,1
r-lib,devtools,jlburkhead,1
r-lib,devtools,kiendang,1
r-lib,devtools,lindbrook,1
r-lib,devtools,statwonk,1
r-lib,devtools,yui-knk,1
r-lib,evaluate,yihui,194
r-lib,evaluate,hadley,129
r-lib,evaluate,lawremi,6
r-lib,evaluate,takluyver,5
r-lib,evaluate,yutannihilation,2
r-lib,evaluate,jeroen,2
r-lib,evaluate,adamryczkowski,1
r-lib,evaluate,schloerke,1
r-lib,evaluate,filipsch,1
r-lib,evaluate,krlmlr,1
r-lib,evaluate,mllg,1
r-lib,evaluate,flying-sheep,1
r-lib,evaluate,wahani,1
r-lib,filelock,gaborcsardi,54
r-lib,fs,bnoordhuis,1213
r-lib,fs,piscisaureus,675
r-lib,fs,jimhester,475
r-lib,fs,saghul,405
r-lib,fs,ry,337
r-lib,fs,indutny,119
r-lib,fs,cjihrig,82
r-lib,fs,tjfontaine,69
r-lib,fs,jBarz,42
r-lib,fs,hadley,32
r-lib,fs,santigimeno,29
r-lib,fs,isaacs,28
r-lib,fs,txdv,28
r-lib,fs,bzoz,26
r-lib,fs,bradking,21
r-lib,fs,erickt,21
r-lib,fs,schlamar,18
r-lib,fs,HenryRawas,15
r-lib,fs,orangemocha,14
r-lib,fs,imran-iq,14
r-lib,fs,jedisct1,14
r-lib,fs,mscdex,14
r-lib,fs,mmalecki,14
r-lib,fs,zerhacken,13
r-lib,fs,AvianFlu,12
r-lib,fs,alexcrichton,11
r-lib,fs,vtjnash,10
r-lib,fs,krytarowski,10
r-lib,fs,rmustacc,10
r-lib,fs,jorangreef,8
r-lib,fs,kthelgason,8
r-lib,fs,trevnorris,8
r-lib,fs,japj,7
r-lib,fs,luislavena,7
r-lib,fs,DrPizza,7
r-lib,fs,joaocgreis,6
r-lib,fs,lucab,6
r-lib,fs,bajtos,6
r-lib,fs,recp,6
r-lib,fs,refack,6
r-lib,fs,jennybc,6
r-lib,fs,okuoku,6
r-lib,fs,Keno,6
r-lib,fs,mneumann,5
r-lib,fs,mattn,5
r-lib,fs,waywardmonkeys,4
r-lib,fs,danbev,4
r-lib,fs,gireeshpunathil,4
r-lib,fs,hnakamur,4
r-lib,fs,maksqwe,4
r-lib,fs,skypjack,4
r-lib,fs,rioki,4
r-lib,fs,fdopen,4
r-lib,fs,seishun,4
r-lib,fs,sam-github,4
r-lib,fs,apaprocki,3
r-lib,fs,typester,3
r-lib,fs,calid,3
r-lib,fs,ibc,3
r-lib,fs,jasongin,3
r-lib,fs,whitlockjc,3
r-lib,fs,64,3
r-lib,fs,mmicko,3
r-lib,fs,richardlau,3
r-lib,fs,equalsraf,3
r-lib,fs,BlueHaunter,3
r-lib,fs,skabbes,3
r-lib,fs,huxingyi,3
r-lib,fs,qbit,3
r-lib,fs,lhecker,3
r-lib,fs,thefourtheye,3
r-lib,fs,moteus,2
r-lib,fs,wanderview,2
r-lib,fs,Ralith,2
r-lib,fs,kroggen,2
r-lib,fs,beevik,2
r-lib,fs,avalanche123,2
r-lib,fs,carenas,2
r-lib,fs,wankdanker,2
r-lib,fs,staticfloat,2
r-lib,fs,erikdubbelboer,2
r-lib,fs,geertj,2
r-lib,fs,goffrie,2
r-lib,fs,HungMingWu,2
r-lib,fs,Qix-,2
r-lib,fs,jgeralnik,2
r-lib,fs,jneu,2
r-lib,fs,skomski,2
r-lib,fs,lgierth,2
r-lib,fs,ujsxn,2
r-lib,fs,TooTallNate,2
r-lib,fs,obastemur,2
r-lib,fs,pquerna,2
r-lib,fs,Hinidu,2
r-lib,fs,defunctzombie,2
r-lib,fs,shimondoodkin,2
r-lib,fs,starwing,2
r-lib,fs,sgallagher,2
r-lib,fs,stakach,2
r-lib,fs,thughes,2
r-lib,fs,tkelman,2
r-lib,fs,trondn,2
r-lib,fs,unknownbrackets,2
r-lib,fs,baremetalfreak,2
r-lib,fs,dvv,2
r-lib,fs,vcunat,2
r-lib,fs,wavexx,2
r-lib,fs,jhamhader,2
r-lib,fs,nmushell,2
r-lib,fs,bigeasy,2
r-lib,fs,deleisha,2
r-lib,fs,mhdawson,2
r-lib,fs,ugexe,2
r-lib,fs,KungFuJesus,1
r-lib,fs,alanjrogers,1
r-lib,fs,alex,1
r-lib,fs,alexhultman,1
r-lib,fs,almosnow,1
r-lib,fs,amurzeau,1
r-lib,fs,bsnote,1
r-lib,fs,burlito,1
r-lib,fs,andrewlow,1
r-lib,fs,ashaffer,1
r-lib,fs,misery,1
r-lib,fs,gubatron,1
r-lib,fs,anticrisis,1
r-lib,fs,arturadib,1
r-lib,fs,ahhentz,1
r-lib,fs,gemabarni,1
r-lib,fs,lomew,1
r-lib,fs,bennoleslie,1
r-lib,fs,btrask,1
r-lib,fs,philips,1
r-lib,fs,briangreenery,1
r-lib,fs,bkize,1
r-lib,fs,brimworks,1
r-lib,fs,bcantrill,1
r-lib,fs,cjdelisle,1
r-lib,fs,CarterA,1
r-lib,fs,zcbenz,1
r-lib,fs,chris-araman,1
r-lib,fs,chrisbank,1
r-lib,fs,cjheath,1
r-lib,fs,csnover,1
r-lib,fs,MostAwesomeDude,1
r-lib,fs,coreyfarrell,1
r-lib,fs,CurlyMoo,1
r-lib,fs,dkg,1
r-lib,fs,dharesign,1
r-lib,fs,dacap,1
r-lib,fs,lynxluna,1
r-lib,fs,EdSchouten,1
r-lib,fs,skeggse,1
r-lib,fs,odeke-em,1
r-lib,fs,Gottox,1
r-lib,fs,ericsciple,1
r-lib,fs,gadenbuie,1
r-lib,fs,geminiwen,1
r-lib,fs,gyohng,1
r-lib,fs,ngg,1
r-lib,fs,ghmlee,1
r-lib,fs,hdeller,1
r-lib,fs,digitalinfinity,1
r-lib,fs,hhellyer,1
r-lib,fs,iankronquist,1
r-lib,fs,soarez,1
r-lib,fs,ihnorton,1
r-lib,fs,guill,1
r-lib,fs,jamessan,1
r-lib,fs,davisjam,1
r-lib,fs,jamadden,1
r-lib,fs,jay,1
r-lib,fs,jeffwidman,1
r-lib,fs,h0tw1r3,1
r-lib,fs,jeroen,1
r-lib,fs,INRIX-joel-winarske,1
r-lib,fs,jbergstroem,1
r-lib,fs,jfirebaugh,1
r-lib,fs,jrmarino,1
r-lib,fs,mcnameej,1
r-lib,fs,xk,1
r-lib,fs,joshthecoder,1
r-lib,fs,josh,1
r-lib,fs,hrektts,1
r-lib,fs,kazuho,1
r-lib,fs,erichkeane,1
r-lib,fs,thothonegan,1
r-lib,fs,kevinushey,1
r-lib,fs,krrishnarraj,1
r-lib,fs,kristrev,1
r-lib,fs,ljbade,1
r-lib,fs,loganrosen,1
r-lib,fs,lodejard,1
r-lib,fs,gigi81,1
r-lib,fs,lasote,1
r-lib,fs,lperkov,1
r-lib,fs,ljagiello,1
r-lib,fs,Neverous,1
r-lib,fs,marekjelen,1
r-lib,fs,martinbark,1
r-lib,fs,mtorromeo,1
r-lib,fs,knopp,1
r-lib,fs,mattyclarkson,1
r-lib,fs,mtharrison,1
r-lib,fs,mattstevens,1
r-lib,fs,msporleder,1
r-lib,fs,mikefero,1
r-lib,fs,mkrufky,1
r-lib,fs,mpenick,1
r-lib,fs,yndi,1
r-lib,fs,MylesBorins,1
r-lib,fs,corvino,1
r-lib,fs,nathanjsweet,1
r-lib,fs,navaneeth,1
r-lib,fs,nmaier,1
r-lib,fs,nori0428,1
r-lib,fs,bonifaido,1
r-lib,fs,oleavr,1
r-lib,fs,Sannis,1
r-lib,fs,paddybyers,1
r-lib,fs,paulgoldsmith,1
r-lib,fs,pyokagan,1
r-lib,fs,pekkanikander,1
r-lib,fs,pni-qlik,1
r-lib,fs,retep998,1
r-lib,fs,petkaantonov,1
r-lib,fs,plafer,1
r-lib,fs,pmderodat,1
r-lib,fs,meh,1
r-lib,fs,Raulmsm,1
r-lib,fs,readams,1
r-lib,fs,rayrapetyan,1
r-lib,fs,robertchiras,1
r-lib,fs,eljefedelrodeodeljefe,1
r-lib,fs,Rolinh,1
r-lib,fs,ralight,1
r-lib,fs,supercairos,1
r-lib,fs,RossBencina,1
r-lib,fs,ryancole,1
r-lib,fs,rynz,1
r-lib,fs,onceking,1
r-lib,fs,tynril,1
r-lib,fs,scott-parker,1
r-lib,fs,chisophugis,1
r-lib,fs,wiedi,1
r-lib,fs,shanewholloway,1
r-lib,fs,shigeki,1
r-lib,fs,chobie,1
r-lib,fs,Pagghiu,1
r-lib,fs,L8D,1
r-lib,fs,thlorenz,1
r-lib,fs,tfeb,1
r-lib,fs,creationix,1
r-lib,fs,bontibon,1
r-lib,fs,timholy,1
r-lib,fs,pH200,1
r-lib,fs,tj,1
r-lib,fs,TomCrypto,1
r-lib,fs,neojski,1
r-lib,fs,tonistiigi,1
r-lib,fs,tonytheodore,1
r-lib,fs,vanillahsu,1
r-lib,fs,GegznaV,1
r-lib,fs,vladima,1
r-lib,fs,wadetb,1
r-lib,fs,iwillspeak,1
r-lib,fs,willemt,1
r-lib,fs,wrl,1
r-lib,fs,winksaville,1
r-lib,fs,XadillaX,1
r-lib,fs,upsuper,1
r-lib,fs,yorkie,1
r-lib,fs,yosuke-furukawa,1
r-lib,fs,zacharyhamm,1
r-lib,fs,znewman01,1
r-lib,fs,realthunder,1
r-lib,fs,chenttuuvv,1
r-lib,fs,ci42,1
r-lib,fs,darobs,1
r-lib,fs,farblue68,1
r-lib,fs,guworks,1
r-lib,fs,heshamsafi,1
r-lib,fs,kkdaemon,1
r-lib,fs,lilohuang,1
r-lib,fs,icexile,1
r-lib,fs,muflub,1
r-lib,fs,neevek,1
r-lib,fs,privefl,1
r-lib,fs,rayrase,1
r-lib,fs,seebees,1
r-lib,fs,kod21236,1
r-lib,fs,thierry-FreeBSD,1
r-lib,fs,uudiin,1
r-lib,fs,chopdown,1
r-lib,gargle,jennybc,56
r-lib,gargle,craigcitro,33
r-lib,gargle,hadley,3
r-lib,gargle,batpigandme,2
r-lib,generics,topepo,55
r-lib,generics,DavisVaughan,38
r-lib,generics,hadley,11
r-lib,generics,mitchelloharawild,6
r-lib,generics,alexpghayes,3
r-lib,generics,jimhester,1
r-lib,gh,gaborcsardi,69
r-lib,gh,jennybc,34
r-lib,gh,hadley,6
r-lib,gh,noamross,4
r-lib,gh,krlmlr,3
r-lib,gh,batpigandme,2
r-lib,gh,coatless,1
r-lib,gh,jimhester,1
r-lib,gh,jsta,1
r-lib,gh,lionel-,1
r-lib,gh,realAkhmed,1
r-lib,governance,hadley,2
r-lib,gtable,hadley,82
r-lib,gtable,wch,66
r-lib,gtable,thomasp85,15
r-lib,gtable,pmur002,5
r-lib,gtable,kohske,5
r-lib,gtable,mvkorpel,1
r-lib,gtable,rmsharp,1
r-lib,gtable,baptiste,1
r-lib,here,krlmlr,135
r-lib,here,batpigandme,2
r-lib,here,rajanand,1
r-lib,httr,hadley,784
r-lib,httr,nathangoulding,25
r-lib,httr,jennybc,18
r-lib,httr,jeroen,13
r-lib,httr,craigcitro,13
r-lib,httr,jiho,12
r-lib,httr,Bogstag,10
r-lib,httr,jimhester,10
r-lib,httr,DanielLockau-MLPA,6
r-lib,httr,cboettig,5
r-lib,httr,grahamrp,5
r-lib,httr,artemklevtsov,5
r-lib,httr,mtmorgan,5
r-lib,httr,gaborcsardi,4
r-lib,httr,cderv,3
r-lib,httr,antoine-lizee,3
r-lib,httr,bbrewington,2
r-lib,httr,hansthompson,2
r-lib,httr,muschellij2,2
r-lib,httr,robertzk,2
r-lib,httr,WillemPaling,2
r-lib,httr,isomorphisms,2
r-lib,httr,hrbrmstr,2
r-lib,httr,asieira,1
r-lib,httr,pierucci,1
r-lib,httr,1beb,1
r-lib,httr,ChrisMuir,1
r-lib,httr,ctrombley,1
r-lib,httr,csgillespie,1
r-lib,httr,daattali,1
r-lib,httr,dmenne,1
r-lib,httr,jefferis,1
r-lib,httr,yutannihilation,1
r-lib,httr,hmalmedal,1
r-lib,httr,jmwerner,1
r-lib,httr,jiwalker-usgs,1
r-lib,httr,krlmlr,1
r-lib,httr,nealrichardson,1
r-lib,httr,nielsoledam,1
r-lib,httr,Ironholds,1
r-lib,httr,paulgarnes,1
r-lib,httr,peterdesmet,1
r-lib,httr,peterhartman,1
r-lib,httr,pohzipohzi,1
r-lib,httr,scottkosty,1
r-lib,httr,seankross,1
r-lib,httr,leeper,1
r-lib,httr,tcarnus,1
r-lib,httr,wibeasley,1
r-lib,httr,shrektan,1
r-lib,httr,yasserglez,1
r-lib,httr,cosmomeese,1
r-lib,httr,cwickham,1
r-lib,httr,garfieldnate,1
r-lib,httr,mpadge,1
r-lib,httr,r2evans,1
r-lib,httr,yui-knk,1
r-lib,httrmock,gaborcsardi,29
r-lib,httrmock,lpmi-13,1
r-lib,httrmock,jason-p-pickering,1
r-lib,io,kevinushey,6
r-lib,io,hadley,2
r-lib,keyring,gaborcsardi,190
r-lib,keyring,javierluraschi,2
r-lib,keyring,krlmlr,2
r-lib,keyring,andrie,1
r-lib,keyring,shrektan,1
r-lib,keyring,nbenn,1
r-lib,later,jcheng5,94
r-lib,later,wch,36
r-lib,later,mingwandroid,1
r-lib,liteq,gaborcsardi,38
r-lib,liteq,eddelbuettel,1
r-lib,liteq,krlmlr,1
r-lib,liteq,rentrop,1
r-lib,lobstr,hadley,149
r-lib,lobstr,batpigandme,3
r-lib,lobstr,jmcphers,1
r-lib,memoise,jimhester,78
r-lib,memoise,krlmlr,14
r-lib,memoise,hadley,13
r-lib,memoise,sietse,9
r-lib,memoise,egnha,3
r-lib,memoise,MarkEdmondson1234,3
r-lib,memoise,karldw,2
r-lib,memoise,csgillespie,1
r-lib,memoise,dy-kim,1
r-lib,memoise,richierocks,1
