owner,repo,contributor,commits,repo_contributor_count
tidyverse,glue,shrektan,1,28
tidyverse,googledrive,jennybc,526,6
tidyverse,googledrive,LucyMcGowan,204,6
tidyverse,googledrive,batpigandme,3,6
tidyverse,googledrive,jimhester,2,6
tidyverse,googledrive,ianmcook,1,6
tidyverse,googledrive,smingerson,1,6
tidyverse,googlesheets4,jennybc,524,4
tidyverse,googlesheets4,csnardi,1,4
tidyverse,googlesheets4,mine-cetinkaya-rundel,1,4
tidyverse,googlesheets4,mitchelloharawild,1,4
tidyverse,haven,hadley,539,35
tidyverse,haven,evanmiller,9,35
tidyverse,haven,batpigandme,8,35
tidyverse,haven,gorcha,5,35
tidyverse,haven,jeroen,4,35
tidyverse,haven,lionel-,4,35
tidyverse,haven,markriseley,4,35
tidyverse,haven,larmarange,4,35
tidyverse,haven,edwindj,3,35
tidyverse,haven,gergness,3,35
tidyverse,haven,mikmart,3,35
tidyverse,haven,bquast,2,35
tidyverse,haven,krlmlr,2,35
tidyverse,haven,aghaynes,2,35
tidyverse,haven,ajdamico,1,35
tidyverse,haven,diogocp,1,35
tidyverse,haven,ecortens,1,35
tidyverse,haven,HughParsonage,1,35
tidyverse,haven,jjallaire,1,35
tidyverse,haven,jimhester,1,35
tidyverse,haven,ehrlinger,1,35
tidyverse,haven,huftis,1,35
tidyverse,haven,kwenzig,1,35
tidyverse,haven,itsdalmo,1,35
tidyverse,haven,lorenzwalthert,1,35
tidyverse,haven,lwjohnst86,1,35
tidyverse,haven,BioStatMatt,1,35
tidyverse,haven,maxheld83,1,35
tidyverse,haven,austensen,1,35
tidyverse,haven,pkq,1,35
tidyverse,haven,rubenarslan,1,35
tidyverse,haven,tklebel,1,35
tidyverse,haven,thays42,1,35
tidyverse,haven,zkamvar,1,35
tidyverse,haven,oscardssmith,1,35
tidyverse,hms,krlmlr,284,9
tidyverse,hms,batpigandme,5,9
tidyverse,hms,qgeissmann,4,9
tidyverse,hms,hadley,1,9
tidyverse,hms,jeroen,1,9
tidyverse,hms,jimhester,1,9
tidyverse,hms,romainfrancois,1,9
tidyverse,hms,vspinu,1,9
tidyverse,hms,evanhaldane,1,9
tidyverse,lubridate,vspinu,633,69
tidyverse,lubridate,garrettgman,601,69
tidyverse,lubridate,hadley,208,69
tidyverse,lubridate,batpigandme,10,69
tidyverse,lubridate,imanuelcostigan,7,69
tidyverse,lubridate,cderv,6,69
tidyverse,lubridate,jasonelaw,6,69
tidyverse,lubridate,joethorley,4,69
tidyverse,lubridate,larmarange,4,69
tidyverse,lubridate,lorenzwalthert,4,69
tidyverse,lubridate,sushmitavgopalan16,4,69
tidyverse,lubridate,dougmitarotonda,4,69
tidyverse,lubridate,alberthkcheng,3,69
tidyverse,lubridate,dpseidel,3,69
tidyverse,lubridate,krlmlr,3,69
tidyverse,lubridate,no-reply,3,69
tidyverse,lubridate,wibeasley,3,69
tidyverse,lubridate,billdenney,2,69
tidyverse,lubridate,gnustats,2,69
tidyverse,lubridate,christophergandrud,2,69
tidyverse,lubridate,QuLogic,2,69
tidyverse,lubridate,jonboiser,2,69
tidyverse,lubridate,brunj7,2,69
tidyverse,lubridate,zeehio,2,69
tidyverse,lubridate,stragu,2,69
tidyverse,lubridate,ateucher,1,69
tidyverse,lubridate,arneschillert,1,69
tidyverse,lubridate,tuttinator,1,69
tidyverse,lubridate,cmartin,1,69
tidyverse,lubridate,infotroph,1,69
tidyverse,lubridate,hoesler,1,69
tidyverse,lubridate,ctbrown,1,69
tidyverse,lubridate,ekstroem,1,69
tidyverse,lubridate,dmedri,1,69
tidyverse,lubridate,dpocock,1,69
tidyverse,lubridate,DavisVaughan,1,69
tidyverse,lubridate,drkrynstrng,1,69
tidyverse,lubridate,DesiQuintans,1,69
tidyverse,lubridate,earowang,1,69
tidyverse,lubridate,fbreitwieser,1,69
tidyverse,lubridate,gadenbuie,1,69
tidyverse,lubridate,ijlyttle,1,69
tidyverse,lubridate,jiho,1,69
tidyverse,lubridate,jimhester,1,69
tidyverse,lubridate,juba,1,69
tidyverse,lubridate,kendonB,1,69
tidyverse,lubridate,Kevin-M-Smith,1,69
tidyverse,lubridate,lselzer,1,69
tidyverse,lubridate,moslehi,1,69
tidyverse,lubridate,mmparker,1,69
tidyverse,lubridate,MichaelChirico,1,69
tidyverse,lubridate,mkuehn10,1,69
tidyverse,lubridate,Ironholds,1,69
tidyverse,lubridate,schoonees,1,69
tidyverse,lubridate,richierocks,1,69
tidyverse,lubridate,superchordate,1,69
tidyverse,lubridate,setempler,1,69
tidyverse,lubridate,datalove,1,69
tidyverse,lubridate,tsbattman,1,69
tidyverse,lubridate,wch,1,69
tidyverse,lubridate,shrektan,1,69
tidyverse,lubridate,fieldryand,1,69
tidyverse,lubridate,jjchern,1,69
tidyverse,lubridate,kpjonsson,1,69
tidyverse,lubridate,lambiase,1,69
tidyverse,lubridate,muschellij2,1,69
tidyverse,lubridate,peytonm,1,69
tidyverse,lubridate,rnuske,1,69
tidyverse,lubridate,tberkowitz,1,69
tidyverse,magrittr,smbache,110,22
tidyverse,magrittr,hadley,67,22
tidyverse,magrittr,tonytonov,3,22
tidyverse,magrittr,casallas,3,22
tidyverse,magrittr,dlebauer,2,22
tidyverse,magrittr,batpigandme,2,22
tidyverse,magrittr,prosoitos,2,22
tidyverse,magrittr,rsaporta,2,22
tidyverse,magrittr,ajschumacher,1,22
tidyverse,magrittr,bfgray3,1,22
tidyverse,magrittr,dchudz,1,22
tidyverse,magrittr,gaborcsardi,1,22
tidyverse,magrittr,jdnewmil,1,22
tidyverse,magrittr,jimhester,1,22
tidyverse,magrittr,lionel-,1,22
tidyverse,magrittr,pkq,1,22
tidyverse,magrittr,robertzk,1,22
tidyverse,magrittr,romainfrancois,1,22
tidyverse,magrittr,steromano,1,22
tidyverse,magrittr,wibeasley,1,22
tidyverse,magrittr,isomorphisms,1,22
tidyverse,magrittr,leerssej,1,22
tidyverse,modelr,hadley,128,18
tidyverse,modelr,lionel-,10,18
tidyverse,modelr,dgrtwo,8,18
tidyverse,modelr,batpigandme,4,18
tidyverse,modelr,jrnold,4,18
tidyverse,modelr,pmenzel,3,18
tidyverse,modelr,yutannihilation,2,18
tidyverse,modelr,bensoltoff,1,18
tidyverse,modelr,sjPlot,1,18
tidyverse,modelr,EllaKaye,1,18
tidyverse,modelr,eokodie,1,18
tidyverse,modelr,jimhester,1,18
tidyverse,modelr,rorynolan,1,18
tidyverse,modelr,rudazhang,1,18
tidyverse,modelr,RoyalTS,1,18
tidyverse,modelr,dtelad11,1,18
tidyverse,modelr,jmarshallnz,1,18
tidyverse,modelr,neilmontgomery,1,18
tidyverse,multidplyr,hadley,109,10
tidyverse,multidplyr,Maschette,2,10
tidyverse,multidplyr,FvD,2,10
tidyverse,multidplyr,smsaladi,2,10
tidyverse,multidplyr,bbrewington,1,10
tidyverse,multidplyr,fugufisch,1,10
tidyverse,multidplyr,wibeasley,1,10
tidyverse,multidplyr,anobel,1,10
tidyverse,multidplyr,eipi10,1,10
tidyverse,multidplyr,paulponcet,1,10
tidyverse,purrr,lionel-,527,73
tidyverse,purrr,hadley,393,73
tidyverse,purrr,jennybc,10,73
tidyverse,purrr,yutannihilation,8,73
tidyverse,purrr,batpigandme,7,73
tidyverse,purrr,flying-sheep,5,73
tidyverse,purrr,michaelquinn32,5,73
tidyverse,purrr,krlmlr,5,73
tidyverse,purrr,1danjordan,4,73
tidyverse,purrr,cderv,3,73
tidyverse,purrr,coolbutuseless,3,73
tidyverse,purrr,ColinFay,3,73
tidyverse,purrr,artemklevtsov,2,73
tidyverse,purrr,daniel-barnett,2,73
tidyverse,purrr,ijlyttle,2,73
tidyverse,purrr,jameslamb,2,73
tidyverse,purrr,jimhester,2,73
tidyverse,purrr,mikmart,2,73
tidyverse,purrr,wibeasley,2,73
tidyverse,purrr,burchill,2,73
tidyverse,purrr,jrnold,2,73
tidyverse,purrr,njtierney,2,73
tidyverse,purrr,aaronwolen,1,73
tidyverse,purrr,AliciaSchep,1,73
tidyverse,purrr,Breza,1,73
tidyverse,purrr,moodymudskipper,1,73
tidyverse,purrr,pierucci,1,73
tidyverse,purrr,AshesITR,1,73
tidyverse,purrr,benmarwick,1,73
tidyverse,purrr,davharris,1,73
tidyverse,purrr,dchiu911,1,73
tidyverse,purrr,QuLogic,1,73
tidyverse,purrr,egnha,1,73
tidyverse,purrr,ilarischeinin,1,73
tidyverse,purrr,czeildi,1,73
tidyverse,purrr,namelessjon,1,73
tidyverse,purrr,rv-jizzard,1,73
tidyverse,purrr,brunj7,1,73
tidyverse,purrr,huftis,1,73
tidyverse,purrr,prosoitos,1,73
tidyverse,purrr,markdly,1,73
tidyverse,purrr,msonnabaum,1,73
tidyverse,purrr,Rekyt,1,73
tidyverse,purrr,maurolepore,1,73
tidyverse,purrr,mgirlich,1,73
tidyverse,purrr,mikelove,1,73
tidyverse,purrr,mine-cetinkaya-rundel,1,73
tidyverse,purrr,mitchelloharawild,1,73
tidyverse,purrr,NoahMarconi,1,73
tidyverse,purrr,pkq,1,73
tidyverse,purrr,richierocks,1,73
tidyverse,purrr,rmflight,1,73
tidyverse,purrr,romainfrancois,1,73
tidyverse,purrr,RLesur,1,73
tidyverse,purrr,Ryo-N7,1,73
tidyverse,purrr,serina-robinson,1,73
tidyverse,purrr,sjackman,1,73
tidyverse,purrr,Shians,1,73
tidyverse,purrr,sgschreiber,1,73
tidyverse,purrr,tjmahr,1,73
tidyverse,purrr,t-kalinowski,1,73
tidyverse,purrr,thays42,1,73
tidyverse,purrr,tyluRp,1,73
tidyverse,purrr,vspinu,1,73
tidyverse,purrr,emojiencoding,1,73
tidyverse,purrr,dgromer,1,73
tidyverse,purrr,gergness,1,73
tidyverse,purrr,jankislinger,1,73
tidyverse,purrr,jpmarindiaz,1,73
tidyverse,purrr,michaelweylandt,1,73
tidyverse,purrr,shosaco,1,73
tidyverse,purrr,smbache,1,73
tidyverse,purrr,surdina,1,73
tidyverse,readr,hadley,679,79
tidyverse,readr,jimhester,430,79
tidyverse,readr,romainfrancois,124,79
tidyverse,readr,npjc,33,79
tidyverse,readr,jrnold,26,79
tidyverse,readr,batpigandme,11,79
tidyverse,readr,edwindj,8,79
tidyverse,readr,krlmlr,8,79
tidyverse,readr,jennybc,7,79
tidyverse,readr,Ironholds,6,79
tidyverse,readr,asnr,5,79
tidyverse,readr,cderv,4,79
tidyverse,readr,yutannihilation,4,79
tidyverse,readr,jdblischak,4,79
tidyverse,readr,bearloga,4,79
tidyverse,readr,wibeasley,4,79
tidyverse,readr,yeedle,3,79
tidyverse,readr,gergness,3,79
tidyverse,readr,mkearney,3,79
tidyverse,readr,sambrady3,3,79
tidyverse,readr,dewittpe,3,79
tidyverse,readr,md0u80c9,2,79
tidyverse,readr,DanRuderman,2,79
tidyverse,readr,mawds,2,79
tidyverse,readr,QuLogic,2,79
tidyverse,readr,jeroen,2,79
tidyverse,readr,kbenoit,2,79
tidyverse,readr,hoehleatsu,2,79
tidyverse,readr,michaelquinn32,2,79
tidyverse,readr,skaltman,2,79
tidyverse,readr,ellessenne,2,79
tidyverse,readr,kmillar,2,79
tidyverse,readr,noamross,2,79
tidyverse,readr,boshek,2,79
tidyverse,readr,dickoa,1,79
tidyverse,readr,alyst,1,79
tidyverse,readr,ajdamico,1,79
tidyverse,readr,pierucci,1,79
tidyverse,readr,benmarwick,1,79
tidyverse,readr,billdenney,1,79
tidyverse,readr,bbrewington,1,79
tidyverse,readr,cboettig,1,79
tidyverse,readr,cdhowe,1,79
tidyverse,readr,christophergandrud,1,79
tidyverse,readr,daattali,1,79
tidyverse,readr,cb4ds,1,79
tidyverse,readr,nacnudus,1,79
tidyverse,readr,EmilHvitfeldt,1,79
tidyverse,readr,fpinter,1,79
tidyverse,readr,gregrs-uk,1,79
tidyverse,readr,ijlyttle,1,79
tidyverse,readr,izahn,1,79
tidyverse,readr,dapperjapper,1,79
tidyverse,readr,jesse-ross,1,79
tidyverse,readr,jdeboer,1,79
tidyverse,readr,johnmcdonnell,1,79
tidyverse,readr,namelessjon,1,79
tidyverse,readr,KKulma,1,79
tidyverse,readr,kwstat,1,79
tidyverse,readr,LluisRamon,1,79
tidyverse,readr,mikmart,1,79
tidyverse,readr,olgamie,1,79
tidyverse,readr,pralitp,1,79
tidyverse,readr,RomeroBarata,1,79
tidyverse,readr,rgknight,1,79
tidyverse,readr,zeehio,1,79
tidyverse,readr,uribo,1,79
tidyverse,readr,leeper,1,79
tidyverse,readr,tigertoes,1,79
tidyverse,readr,TonyLadson,1,79
tidyverse,readr,tvedebrink,1,79
tidyverse,readr,thays42,1,79
tidyverse,readr,shrektan,1,79
tidyverse,readr,antoine-lizee,1,79
tidyverse,readr,blakeboswell,1,79
tidyverse,readr,dgromer,1,79
tidyverse,readr,ghaarsma,1,79
tidyverse,readr,keesdeschepper,1,79
tidyverse,readr,ryanatanner,1,79
tidyverse,readxl,jennybc,291,28
tidyverse,readxl,hadley,176,28
tidyverse,readxl,jeroen,11,28
tidyverse,readxl,jirkalewandowski,7,28
tidyverse,readxl,batpigandme,5,28
tidyverse,readxl,bquast,4,28
tidyverse,readxl,jimhester,4,28
tidyverse,readxl,zeehio,4,28
tidyverse,readxl,nacnudus,2,28
tidyverse,readxl,apreshill,1,28
tidyverse,readxl,apjanke,1,28
tidyverse,readxl,benmarwick,1,28
tidyverse,readxl,DavisVaughan,1,28
tidyverse,readxl,dchiu911,1,28
tidyverse,readxl,eringrand,1,28
tidyverse,readxl,fermumen,1,28
tidyverse,readxl,FvD,1,28
tidyverse,readxl,gergness,1,28
tidyverse,readxl,JakeRuss,1,28
tidyverse,readxl,kevinushey,1,28
tidyverse,readxl,kwstat,1,28
tidyverse,readxl,krlmlr,1,28
tidyverse,readxl,mkuhn,1,28
tidyverse,readxl,PedramNavid,1,28
tidyverse,readxl,rohan-shah,1,28
tidyverse,readxl,boshek,1,28
tidyverse,readxl,tklebel,1,28
tidyverse,readxl,struckma,1,28
tidyverse,reprex,jennybc,462,22
tidyverse,reprex,hadley,25,22
tidyverse,reprex,batpigandme,6,22
tidyverse,reprex,jimhester,5,22
tidyverse,reprex,yutannihilation,3,22
tidyverse,reprex,krlmlr,3,22
tidyverse,reprex,lorenzwalthert,3,22
tidyverse,reprex,cderv,2,22
tidyverse,reprex,dgrtwo,2,22
tidyverse,reprex,no-reply,2,22
tidyverse,reprex,mrchypark,1,22
tidyverse,reprex,cwickham,1,22
tidyverse,reprex,alistaire47,1,22
tidyverse,reprex,paternogbc,1,22
tidyverse,reprex,lionel-,1,22
tidyverse,reprex,marionlouveaux,1,22
tidyverse,reprex,markdly,1,22
tidyverse,reprex,mdlincoln,1,22
tidyverse,reprex,njtierney,1,22
tidyverse,reprex,uribo,1,22
tidyverse,reprex,atusy,1,22
tidyverse,reprex,helix123,1,22
tidyverse,rvest,hadley,234,23
tidyverse,rvest,johncollins,6,23
tidyverse,rvest,batpigandme,5,23
tidyverse,rvest,dmi3kno,2,23
tidyverse,rvest,earino,2,23
tidyverse,rvest,jl5000,2,23
tidyverse,rvest,jimhester,2,23
tidyverse,rvest,renkun-ken,2,23
tidyverse,rvest,wmay,2,23
tidyverse,rvest,jjchern,2,23
tidyverse,rvest,jrnold,2,23
tidyverse,rvest,holstius,2,23
tidyverse,rvest,bbrewington,1,23
tidyverse,rvest,craigcitro,1,23
tidyverse,rvest,rentrop,1,23
tidyverse,rvest,hmalmedal,1,23
tidyverse,rvest,joshualeond,1,23
tidyverse,rvest,MarcinKosinski,1,23
tidyverse,rvest,rjpat,1,23
tidyverse,rvest,sfirke,1,23
tidyverse,rvest,WilDoane,1,23
tidyverse,rvest,moodymudskipper,1,23
tidyverse,rvest,yutannihilation,1,23
tidyverse,stringr,hadley,385,55
tidyverse,stringr,batpigandme,8,55
tidyverse,stringr,gagolews,7,55
tidyverse,stringr,smbache,6,55
tidyverse,stringr,rjpat,5,55
tidyverse,stringr,gnustats,4,55
tidyverse,stringr,yutannihilation,3,55
tidyverse,stringr,christophergandrud,2,55
tidyverse,stringr,ClaytonJY,2,55
tidyverse,stringr,dchiu911,2,55
tidyverse,stringr,jimhester,2,55
tidyverse,stringr,jonthegeek,2,55
tidyverse,stringr,Shians,2,55
tidyverse,stringr,tjmahr,2,55
tidyverse,stringr,zhaoy,2,55
tidyverse,stringr,AmeliaMN,1,55
tidyverse,stringr,andrew,1,55
tidyverse,stringr,austin3dickey,1,55
tidyverse,stringr,PirateGrunt,1,55
tidyverse,stringr,luckyrandom,1,55
tidyverse,stringr,cderv,1,55
tidyverse,stringr,craigcitro,1,55
tidyverse,stringr,paleolimbot,1,55
tidyverse,stringr,dbarrows,1,55
tidyverse,stringr,florisvdh,1,55
tidyverse,stringr,gadenbuie,1,55
tidyverse,stringr,gaborcsardi,1,55
tidyverse,stringr,Bisaloo,1,55
tidyverse,stringr,jpeacock29,1,55
tidyverse,stringr,jameshowison,1,55
tidyverse,stringr,jennybc,1,55
tidyverse,stringr,jcheng5,1,55
tidyverse,stringr,jonmcalder,1,55
tidyverse,stringr,karldw,1,55
tidyverse,stringr,krlmlr,1,55
tidyverse,stringr,lmullen,1,55
tidyverse,stringr,seasmith,1,55
tidyverse,stringr,michaelweylandt,1,55
tidyverse,stringr,romatik,1,55
tidyverse,stringr,mitchelloharawild,1,55
tidyverse,stringr,pdelboca,1,55
tidyverse,stringr,PeteHaitch,1,55
tidyverse,stringr,ruderphilipp,1,55
tidyverse,stringr,richierocks,1,55
tidyverse,stringr,richardjtelford,1,55
tidyverse,stringr,sastoudt,1,55
tidyverse,stringr,seanpor,1,55
tidyverse,stringr,stephlocke,1,55
tidyverse,stringr,t-kalinowski,1,55
tidyverse,stringr,amhrasmussen,1,55
tidyverse,stringr,beckymaust,1,55
tidyverse,stringr,bfgray3,1,55
tidyverse,stringr,djrobust,1,55
tidyverse,stringr,hongshaoyang,1,55
tidyverse,stringr,pitakakariki,1,55
tidyverse,style,hadley,91,32
tidyverse,style,batpigandme,10,32
tidyverse,style,lorenzwalthert,8,32
tidyverse,style,lindbrook,8,32
tidyverse,style,jonmcalder,5,32
tidyverse,style,garrettgman,5,32
tidyverse,style,jennybc,4,32
tidyverse,style,lionel-,3,32
tidyverse,style,salim-b,3,32
tidyverse,style,kenahoo,2,32
tidyverse,style,krlmlr,2,32
tidyverse,style,yeedle,1,32
tidyverse,style,antass,1,32
tidyverse,style,billdenney,1,32
tidyverse,style,dpprdan,1,32
tidyverse,style,j450h1,1,32
tidyverse,style,JasonParker,1,32
tidyverse,style,jkennel,1,32
tidyverse,style,endore,1,32
tidyverse,style,karawoo,1,32
tidyverse,style,markdly,1,32
tidyverse,style,marlycormar,1,32
tidyverse,style,maurolepore,1,32
tidyverse,style,mcanouil,1,32
tidyverse,style,mine-cetinkaya-rundel,1,32
tidyverse,style,pkq,1,32
tidyverse,style,samuel-bohman,1,32
tidyverse,style,s-fleck,1,32
tidyverse,style,fiducioso-stephan,1,32
tidyverse,style,thomascwells,1,32
tidyverse,style,dongzhuoer,1,32
tidyverse,style,martin-mfg,1,32
tidyverse,tibble,krlmlr,1618,53
tidyverse,tibble,hadley,819,53
tidyverse,tibble,romainfrancois,163,53
tidyverse,tibble,jennybc,73,53
tidyverse,tibble,lionel-,42,53
tidyverse,tibble,hannesmuehleisen,14,53
tidyverse,tibble,jimhester,12,53
tidyverse,tibble,anhqle,11,53
tidyverse,tibble,kevinushey,11,53
tidyverse,tibble,zhilongjia,11,53
tidyverse,tibble,batpigandme,10,53
tidyverse,tibble,patperry,7,53
tidyverse,tibble,DavisVaughan,7,53
tidyverse,tibble,ilarischeinin,6,53
tidyverse,tibble,ncarchedi,5,53
tidyverse,tibble,rbjanis,4,53
tidyverse,tibble,holstius,3,53
tidyverse,tibble,gdequeiroz,3,53
tidyverse,tibble,stufield,3,53
tidyverse,tibble,echasnovski,3,53
tidyverse,tibble,jeffreyhanson,3,53
tidyverse,tibble,kevinykuo,3,53
tidyverse,tibble,lindbrook,3,53
tidyverse,tibble,earino,2,53
tidyverse,tibble,Enchufa2,2,53
tidyverse,tibble,maxheld83,2,53
tidyverse,tibble,cosinequanon,2,53
tidyverse,tibble,uribo,2,53
tidyverse,tibble,earowang,2,53
tidyverse,tibble,helix123,2,53
tidyverse,tibble,alexwhan,1,53
tidyverse,tibble,arunsrinivasan,1,53
tidyverse,tibble,bgreenwell,1,53
tidyverse,tibble,bhive01,1,53
tidyverse,tibble,cderv,1,53
tidyverse,tibble,csgillespie,1,53
tidyverse,tibble,craigcitro,1,53
tidyverse,tibble,daviddalpiaz,1,53
tidyverse,tibble,eibanez,1,53
tidyverse,tibble,edwindj,1,53
tidyverse,tibble,QuLogic,1,53
tidyverse,tibble,etiennebr,1,53
tidyverse,tibble,web-flow,1,53
tidyverse,tibble,imanuelcostigan,1,53
tidyverse,tibble,kwstat,1,53
tidyverse,tibble,mgirlich,1,53
tidyverse,tibble,michaelweylandt,1,53
tidyverse,tibble,pat-s,1,53
tidyverse,tibble,sharlagelfand,1,53
tidyverse,tibble,mundl,1,53
tidyverse,tibble,xiaodaigh,1,53
tidyverse,tibble,anabbott,1,53
tidyverse,tibble,hs3180,1,53
tidyverse,tidyeval,lionel-,45,9
tidyverse,tidyeval,jennybc,10,9
tidyverse,tidyeval,batpigandme,2,9
tidyverse,tidyeval,lindbrook,2,9
tidyverse,tidyeval,geanders,1,9
tidyverse,tidyeval,cgrilson7,1,9
tidyverse,tidyeval,eribul,1,9
tidyverse,tidyeval,jannikbuhr,1,9
tidyverse,tidyeval,markdly,1,9
tidyverse,tidyr,hadley,690,95
tidyverse,tidyr,lionel-,91,95
tidyverse,tidyr,jennybc,25,95
tidyverse,tidyr,batpigandme,15,95
tidyverse,tidyr,krlmlr,11,95
tidyverse,tidyr,markdly,7,95
tidyverse,tidyr,jimhester,6,95
tidyverse,tidyr,william3031,6,95
tidyverse,tidyr,davisadamw,5,95
tidyverse,tidyr,DavisVaughan,5,95
tidyverse,tidyr,joshkatz,4,95
tidyverse,tidyr,aaronwolen,4,95
tidyverse,tidyr,wibeasley,3,95
tidyverse,tidyr,atusy,3,95
tidyverse,tidyr,romainfrancois,3,95
tidyverse,tidyr,ax42,2,95
tidyverse,tidyr,yutannihilation,2,95
tidyverse,tidyr,juliasilge,2,95
tidyverse,tidyr,lorenzwalthert,2,95
tidyverse,tidyr,martinjhnhadley,2,95
tidyverse,tidyr,mine-cetinkaya-rundel,2,95
tidyverse,tidyr,rmsharp,2,95
tidyverse,tidyr,dgrtwo,2,95
tidyverse,tidyr,riinuots,2,95
tidyverse,tidyr,webbedfeet,1,95
tidyverse,tidyr,foundinblank,1,95
tidyverse,tidyr,aneisse,1,95
tidyverse,tidyr,pierucci,1,95
tidyverse,tidyr,artemklevtsov,1,95
tidyverse,tidyr,billdenney,1,95
tidyverse,tidyr,brentthorne,1,95
tidyverse,tidyr,BrianDiggs,1,95
tidyverse,tidyr,cderv,1,95
tidyverse,tidyr,ChuliangXiao,1,95
tidyverse,tidyr,colearendt,1,95
tidyverse,tidyr,danliIDEA,1,95
tidyverse,tidyr,dhimmel,1,95
tidyverse,tidyr,holstius,1,95
tidyverse,tidyr,skydavis435,1,95
tidyverse,tidyr,Dpananos,1,95
tidyverse,tidyr,ericgunnink,1,95
tidyverse,tidyr,eokodie,1,95
tidyverse,tidyr,statisfactions,1,95
tidyverse,tidyr,echasnovski,1,95
tidyverse,tidyr,hplieninger,1,95
tidyverse,tidyr,ha0ye,1,95
tidyverse,tidyr,hlendway,1,95
tidyverse,tidyr,japhir,1,95
tidyverse,tidyr,JakeRuss,1,95
tidyverse,tidyr,jl5000,1,95
tidyverse,tidyr,jeffreypullin,1,95
tidyverse,tidyr,jminnier,1,95
tidyverse,tidyr,brunj7,1,95
tidyverse,tidyr,jrmie,1,95
tidyverse,tidyr,karldw,1,95
tidyverse,tidyr,karthik,1,95
tidyverse,tidyr,lazappi,1,95
tidyverse,tidyr,mpaulacaldas,1,95
tidyverse,tidyr,mkcor,1,95
tidyverse,tidyr,Rekyt,1,95
tidyverse,tidyr,maelle,1,95
tidyverse,tidyr,mkuehn10,1,95
tidyverse,tidyr,romatik,1,95
tidyverse,tidyr,ngr-t,1,95
tidyverse,tidyr,njtierney,1,95
tidyverse,tidyr,dewittpe,1,95
tidyverse,tidyr,schoonees,1,95
tidyverse,tidyr,rbloehm,1,95
tidyverse,tidyr,Ryo-N7,1,95
tidyverse,tidyr,salim-b,1,95
tidyverse,tidyr,seabbs,1,95
tidyverse,tidyr,SamanthaToet,1,95
tidyverse,tidyr,zeehio,1,95
tidyverse,tidyr,shanepiesik,1,95
tidyverse,tidyr,shannonpileggi,1,95
tidyverse,tidyr,sharleenw,1,95
tidyverse,tidyr,SimonCoulombe,1,95
tidyverse,tidyr,stufield,1,95
tidyverse,tidyr,tdjames1,1,95
tidyverse,tidyr,tjmahr,1,95
tidyverse,tidyr,guillett,1,95
tidyverse,tidyr,thomasp85,1,95
tidyverse,tidyr,jthomasmock,1,95
tidyverse,tidyr,tmastny,1,95
tidyverse,tidyr,xkdog,1,95
tidyverse,tidyr,yanlesin,1,95
tidyverse,tidyr,iago-pssjd,1,95
tidyverse,tidyr,khailper,1,95
tidyverse,tidyr,l-d-s,1,95
tidyverse,tidyr,coolbutuseless,1,95
tidyverse,tidyr,psychometrician,1,95
tidyverse,tidyr,seaaan,1,95
tidyverse,tidyr,stephenrknight,1,95
tidyverse,tidyr,tverbeke,1,95
tidyverse,tidyr,osorensen,1,95
tidyverse,tidytemplate,hadley,72,8
tidyverse,tidytemplate,batpigandme,13,8
tidyverse,tidytemplate,DavisVaughan,8,8
tidyverse,tidytemplate,jayhesselberth,2,8
tidyverse,tidytemplate,krlmlr,2,8
tidyverse,tidytemplate,gregrs-uk,1,8
tidyverse,tidytemplate,abichat,1,8
tidyverse,tidytemplate,ras44,1,8
tidyverse,tidyverse,hadley,191,30
tidyverse,tidyverse,batpigandme,61,30
tidyverse,tidyverse,jennybc,15,30
tidyverse,tidyverse,gaborcsardi,4,30
tidyverse,tidyverse,dchiu911,3,30
tidyverse,tidyverse,eddelbuettel,3,30
tidyverse,tidyverse,jeroen,2,30
tidyverse,tidyverse,krlmlr,2,30
tidyverse,tidyverse,arfon,1,30
tidyverse,tidyverse,benmarwick,1,30
tidyverse,tidyverse,danhalligan,1,30
tidyverse,tidyverse,gregmacfarlane,1,30
tidyverse,tidyverse,harrismcgehee,1,30
tidyverse,tidyverse,coatless,1,30
tidyverse,tidyverse,jimhester,1,30
tidyverse,tidyverse,karawoo,1,30
tidyverse,tidyverse,karthik,1,30
tidyverse,tidyverse,mdlincoln,1,30
tidyverse,tidyverse,maurolepore,1,30
tidyverse,tidyverse,topepo,1,30
tidyverse,tidyverse,michaeltoth,1,30
tidyverse,tidyverse,njtierney,1,30
tidyverse,tidyverse,defconst,1,30
tidyverse,tidyverse,RiRam,1,30
tidyverse,tidyverse,rerickson-usgs,1,30
tidyverse,tidyverse,rcannood,1,30
tidyverse,tidyverse,romainfrancois,1,30
tidyverse,tidyverse,serhatcevikel,1,30
tidyverse,tidyverse,zkamvar,1,30
tidyverse,tidyverse,zhaoy,1,30
r-lib,actions,jimhester,165,13
r-lib,actions,davidchall,2,13
r-lib,actions,imanuelcostigan,2,13
r-lib,actions,randy3k,2,13
r-lib,actions,remlapmot,2,13
r-lib,actions,EmilHvitfeldt,1,13
r-lib,actions,ijlyttle,1,13
r-lib,actions,batpigandme,1,13
r-lib,actions,maurolepore,1,13
r-lib,actions,maxheld83,1,13
r-lib,actions,maelle,1,13
r-lib,actions,pachamaltese,1,13
r-lib,actions,nikolase90,1,13
r-lib,ansistrings,gaborcsardi,38,3
r-lib,ansistrings,brodieG,19,3
